,userId,movieId,rating,timestamp,title,genres,KID,year,decade,count,mean
31588,219,673,3.5,1195699156,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,YES,1996,1990,53,2.707547169811321
31606,219,1005,1.5,1198782801,D3: The Mighty Ducks (1996),Children|Comedy,YES,1996,1990,8,2.1875
31609,219,1073,2.5,1194681047,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical,YES,1971,1970,119,3.8739495798319328
31612,219,1097,2.5,1218210265,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,YES,1982,1980,122,3.7663934426229506
31648,219,1566,2.5,1195944556,Hercules (1997),Adventure|Animation|Children|Comedy|Musical,YES,1997,1990,31,3.4516129032258065
31659,219,1702,1.5,1194740286,Flubber (1997),Children|Comedy|Fantasy,YES,1997,1990,16,3.0
31675,219,1920,2.0,1194740276,Small Soldiers (1998),Animation|Children|Fantasy|War,YES,1998,1990,18,2.8333333333333335
31682,219,2054,3.0,1194931996,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi,YES,1989,1980,68,2.7573529411764706
31685,219,2078,3.5,1198783040,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical,YES,1967,1960,53,3.830188679245283
31686,219,2081,3.0,1194932174,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance,YES,1989,1980,67,3.425373134328358
31687,219,2082,4.0,1194680835,"Mighty Ducks, The (1992)",Children|Comedy,YES,1992,1990,26,2.6538461538461537
31688,219,2085,4.0,1198814627,101 Dalmatians (One Hundred and One Dalmatians) (1961),Adventure|Animation|Children,YES,1961,1960,44,3.4318181818181817
31706,219,2355,3.5,1217436316,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy,YES,1998,1990,92,3.516304347826087
31743,219,2987,5.0,1194931918,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,YES,1988,1980,97,3.5721649484536084
31752,219,3054,0.5,1194740461,Pokémon: The First Movie (1998),Adventure|Animation|Children|Fantasy|Sci-Fi,YES,1998,1990,8,2.3125
31754,219,3114,2.5,1194686222,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy,YES,1999,1990,97,3.8608247422680413
31764,219,3438,4.5,1195699995,Teenage Mutant Ninja Turtles (1990),Action|Children|Comedy|Fantasy|Sci-Fi,YES,1990,1980,25,3.0
31765,219,3440,2.5,1194740448,Teenage Mutant Ninja Turtles III (1993),Action|Adventure|Children|Comedy|Fantasy,YES,1993,1990,14,2.0714285714285716
31777,219,3745,3.0,1194740235,Titan A.E. (2000),Action|Adventure|Animation|Children|Sci-Fi,YES,2000,1990,29,3.413793103448276
31802,219,4306,4.5,1194931848,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance,YES,2001,2000,170,3.8676470588235294
31823,219,4886,3.5,1214043303,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy,YES,2001,2000,132,3.871212121212121
31826,219,4896,2.5,1194931846,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy,YES,2001,2000,107,3.7616822429906542
31838,219,5159,1.5,1198782904,Ferngully: The Last Rainforest (1992),Animation|Children|Comedy|Musical,YES,1992,1990,7,3.142857142857143
31871,219,6377,3.5,1194686087,Finding Nemo (2003),Adventure|Animation|Children|Comedy,YES,2003,2000,141,3.9609929078014185
31906,219,8360,4.0,1194931885,Shrek 2 (2004),Adventure|Animation|Children|Comedy|Musical|Romance,YES,2004,2000,92,3.5760869565217392
31925,219,8961,4.0,1194685997,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy,YES,2004,2000,125,3.836
31935,219,30793,3.0,1194931999,Charlie and the Chocolate Factory (2005),Adventure|Children|Comedy|Fantasy|IMAX,YES,2005,2000,61,3.0
31953,219,34332,0.5,1194740575,Sky High (2005),Action|Adventure|Children|Comedy,YES,2005,2000,6,2.9166666666666665
31966,219,41566,2.5,1194931859,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",Adventure|Children|Fantasy,YES,2005,2000,62,3.443548387096774
31999,219,50872,4.5,1199581551,Ratatouille (2007),Animation|Children|Drama,YES,2007,2000,72,3.8680555555555554
32026,219,56171,2.0,1206231900,"Golden Compass, The (2007)",Adventure|Children|Fantasy,YES,2007,2000,18,3.111111111111111
32040,219,60069,4.5,1217436486,WALL·E (2008),Adventure|Animation|Children|Romance|Sci-Fi,YES,2008,2000,104,4.0576923076923075
32052,220,1,5.0,1230055565,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,YES,1995,1990,215,3.9209302325581397
32056,220,34,4.5,1230055796,Babe (1995),Children|Drama,YES,1995,1990,128,3.65234375
32072,220,364,4.5,1230055763,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,YES,1994,1990,172,3.941860465116279
32077,220,586,4.5,1230061714,Home Alone (1990),Children|Comedy,YES,1990,1980,116,2.9956896551724137
32078,220,588,5.0,1230055690,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical,YES,1992,1990,183,3.7923497267759565
32124,220,2078,3.0,1235449233,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical,YES,1967,1960,53,3.830188679245283
32127,220,2294,2.5,1230055596,Antz (1998),Adventure|Animation|Children|Comedy|Fantasy,YES,1998,1990,45,3.2444444444444445
32130,220,2355,4.0,1230055577,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy,YES,1998,1990,92,3.516304347826087
32149,220,3034,5.0,1230751214,Robin Hood (1973),Adventure|Animation|Children|Comedy|Musical,YES,1973,1970,36,3.513888888888889
32150,220,3114,5.0,1230055575,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy,YES,1999,1990,97,3.8608247422680413
32152,220,3159,4.0,1238532906,Fantasia 2000 (1999),Animation|Children|Musical|IMAX,YES,1999,1990,15,3.8333333333333335
32157,220,3751,3.5,1230061175,Chicken Run (2000),Animation|Children|Comedy,YES,2000,1990,78,3.551282051282051
32168,220,4306,5.0,1230060118,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance,YES,2001,2000,170,3.8676470588235294
32172,220,4886,4.0,1230055556,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy,YES,2001,2000,132,3.871212121212121
32173,220,4896,5.0,1230060329,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy,YES,2001,2000,107,3.7616822429906542
32176,220,5218,5.0,1230751297,Ice Age (2002),Adventure|Animation|Children|Comedy,YES,2002,2000,85,3.6882352941176473
32189,220,6377,5.0,1230055562,Finding Nemo (2003),Adventure|Animation|Children|Comedy,YES,2003,2000,141,3.9609929078014185
32196,220,7164,1.0,1230751066,Peter Pan (2003),Action|Adventure|Children|Fantasy,YES,2003,2000,6,3.0833333333333335
32200,220,8360,5.0,1230751236,Shrek 2 (2004),Adventure|Animation|Children|Comedy|Musical|Romance,YES,2004,2000,92,3.5760869565217392
32207,220,8961,4.5,1259074255,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy,YES,2004,2000,125,3.836
32208,220,30793,3.0,1230062185,Charlie and the Chocolate Factory (2005),Adventure|Children|Comedy|Fantasy|IMAX,YES,2005,2000,61,3.0
32214,220,45517,5.0,1230055580,Cars (2006),Animation|Children|Comedy,YES,2006,2000,41,3.3780487804878048
32219,220,50872,4.5,1230054818,Ratatouille (2007),Animation|Children|Drama,YES,2007,2000,72,3.8680555555555554
32229,220,58299,3.0,1236501771,Horton Hears a Who! (2008),Adventure|Animation|Children|Comedy,YES,2008,2000,8,3.4375
32234,220,59784,3.5,1230059701,Kung Fu Panda (2008),Action|Animation|Children|Comedy|IMAX,YES,2008,2000,54,3.4444444444444446
32236,220,60069,5.0,1230055590,WALL·E (2008),Adventure|Animation|Children|Romance|Sci-Fi,YES,2008,2000,104,4.0576923076923075
32247,220,62999,3.0,1235449125,Madagascar: Escape 2 Africa (2008),Action|Adventure|Animation|Children|Comedy|IMAX,YES,2008,2000,13,3.6923076923076925
32249,220,63540,2.0,1240436773,Beverly Hills Chihuahua (2008),Adventure|Children|Comedy,YES,2008,2000,4,2.125
32258,220,71264,2.0,1266566571,Cloudy with a Chance of Meatballs (2009),Animation|Children|Fantasy|IMAX,YES,2009,2000,17,3.5294117647058822
32259,221,2,3.5,1111177796,Jumanji (1995),Adventure|Children|Fantasy,YES,1995,1990,110,3.4318181818181817
32275,221,410,2.0,1111175940,Addams Family Values (1993),Children|Comedy|Fantasy,YES,1993,1990,84,3.1011904761904763
32285,221,551,4.5,1111176265,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical,YES,1993,1990,93,3.553763440860215
32311,221,953,5.0,1111178205,It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance,YES,1946,1940,58,4.0344827586206895
32433,221,2804,3.5,1119984123,"Christmas Story, A (1983)",Children|Comedy,YES,1983,1980,55,3.9727272727272727
32445,221,2987,3.5,1111175989,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,YES,1988,1980,97,3.5721649484536084
32514,221,6377,4.0,1119984091,Finding Nemo (2003),Adventure|Animation|Children|Comedy,YES,2003,2000,141,3.9609929078014185
32590,222,2,2.5,1391353926,Jumanji (1995),Adventure|Children|Fantasy,YES,1995,1990,110,3.4318181818181817
32604,222,355,2.0,1391351910,"Flintstones, The (1994)",Children|Comedy|Fantasy,YES,1994,1990,42,2.357142857142857
32606,222,364,2.5,1391351469,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,YES,1994,1990,172,3.941860465116279
32616,222,616,2.0,1391346526,"Aristocats, The (1970)",Animation|Children,YES,1970,1960,45,3.411111111111111
32617,222,673,2.5,1391351885,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,YES,1996,1990,53,2.707547169811321
32627,222,1097,3.0,1391350034,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,YES,1982,1980,122,3.7663934426229506
32724,222,6377,3.0,1391351389,Finding Nemo (2003),Adventure|Animation|Children|Comedy,YES,2003,2000,141,3.9609929078014185
32729,222,6793,1.5,1391352161,Beethoven (1992),Children|Comedy|Drama,YES,1992,1990,11,1.7727272727272727
32744,222,8961,3.0,1391350904,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy,YES,2004,2000,125,3.836
32784,222,68954,2.5,1391350228,Up (2009),Adventure|Animation|Children|Drama,YES,2009,2000,105,4.004761904761905
32840,223,1,3.5,1226209758,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,YES,1995,1990,215,3.9209302325581397
32841,223,34,1.0,1226209953,Babe (1995),Children|Drama,YES,1995,1990,128,3.65234375
32853,223,595,3.5,1226209752,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX,YES,1991,1990,146,3.7705479452054793
32864,223,1566,3.5,1226209350,Hercules (1997),Adventure|Animation|Children|Comedy|Musical,YES,1997,1990,31,3.4516129032258065
32885,223,4306,4.0,1226209792,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance,YES,2001,2000,170,3.8676470588235294
32886,223,4886,4.0,1226210037,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy,YES,2001,2000,132,3.871212121212121
32887,223,4896,4.0,1226210070,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy,YES,2001,2000,107,3.7616822429906542
32895,223,6377,3.5,1226209859,Finding Nemo (2003),Adventure|Animation|Children|Comedy,YES,2003,2000,141,3.9609929078014185
32902,223,8360,4.0,1226209821,Shrek 2 (2004),Adventure|Animation|Children|Comedy|Musical|Romance,YES,2004,2000,92,3.5760869565217392
32906,223,8961,4.5,1226209659,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy,YES,2004,2000,125,3.836
32925,224,953,4.0,971811286,It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance,YES,1946,1940,58,4.0344827586206895
32940,224,2080,4.0,971812611,Lady and the Tramp (1955),Animation|Children|Comedy|Romance,YES,1955,1950,55,3.4
32953,224,2804,5.0,971811884,"Christmas Story, A (1983)",Children|Comedy,YES,1983,1980,55,3.9727272727272727
32980,225,588,4.0,949111248,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical,YES,1992,1990,183,3.7923497267759565
33015,225,2081,3.0,949111472,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance,YES,1989,1980,67,3.425373134328358
33044,226,1,3.5,1095662606,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,YES,1995,1990,215,3.9209302325581397
33045,226,2,3.0,1095662788,Jumanji (1995),Adventure|Children|Fantasy,YES,1995,1990,110,3.4318181818181817
33055,226,48,3.0,1095663041,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,YES,1995,1990,68,3.1470588235294117
33056,226,60,2.5,1114838860,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,YES,1995,1990,34,3.235294117647059
33068,226,158,2.0,1095662260,Casper (1995),Adventure|Children,YES,1995,1990,62,2.806451612903226
33090,226,362,3.5,1095663288,"Jungle Book, The (1994)",Adventure|Children|Romance,YES,1994,1990,34,3.5294117647058822
33091,226,364,3.5,1095662658,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,YES,1994,1990,172,3.941860465116279
33095,226,410,3.5,1095662772,Addams Family Values (1993),Children|Comedy|Fantasy,YES,1993,1990,84,3.1011904761904763
33112,226,546,2.0,1114839068,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,YES,1993,1990,21,2.0
33113,226,551,3.5,1095662823,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical,YES,1993,1990,93,3.553763440860215
33116,226,586,4.0,1095662748,Home Alone (1990),Children|Comedy,YES,1990,1980,116,2.9956896551724137
33117,226,588,4.0,1095662615,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical,YES,1992,1990,183,3.7923497267759565
33120,226,594,3.0,1095662832,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical,YES,1937,1930,77,3.616883116883117
33121,226,595,2.5,1095662641,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX,YES,1991,1990,146,3.7705479452054793
33122,226,596,3.0,1095662283,Pinocchio (1940),Animation|Children|Fantasy|Musical,YES,1940,1930,60,3.45
33125,226,661,4.0,1095662303,James and the Giant Peach (1996),Adventure|Animation|Children|Fantasy|Musical,YES,1996,1990,49,3.4489795918367347
33131,226,783,2.0,1095662301,"Hunchback of Notre Dame, The (1996)",Animation|Children|Drama|Musical|Romance,YES,1996,1990,47,3.3297872340425534
33137,226,840,3.0,1095695170,House Arrest (1996),Children|Comedy,YES,1996,1990,4,3.375
33139,226,919,3.0,1095662480,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical,YES,1939,1930,92,3.880434782608696
33140,226,1005,3.0,1095712905,D3: The Mighty Ducks (1996),Children|Comedy,YES,1996,1990,8,2.1875
33141,226,1007,3.5,1096421279,"Apple Dumpling Gang, The (1975)",Children|Comedy|Western,YES,1975,1970,10,2.6
33143,226,1021,3.0,1095749344,Angels in the Outfield (1994),Children|Comedy,YES,1994,1990,27,2.3333333333333335
33144,226,1025,4.0,1095713354,"Sword in the Stone, The (1963)",Animation|Children|Fantasy|Musical,YES,1963,1960,25,3.58
33145,226,1028,3.0,1097545969,Mary Poppins (1964),Children|Comedy|Fantasy|Musical,YES,1964,1960,71,3.887323943661972
33146,226,1029,3.5,1114838696,Dumbo (1941),Animation|Children|Drama|Musical,YES,1941,1940,35,3.3857142857142857
33147,226,1032,3.0,1096420168,Alice in Wonderland (1951),Adventure|Animation|Children|Fantasy|Musical,YES,1951,1950,40,3.375
33151,226,1073,5.0,1095662700,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical,YES,1971,1970,119,3.8739495798319328
33154,226,1097,4.0,1095662692,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,YES,1982,1980,122,3.7663934426229506
33182,226,1302,3.0,1095662271,Field of Dreams (1989),Children|Drama|Fantasy,YES,1989,1980,56,3.517857142857143
33184,226,1367,3.0,1096420793,101 Dalmatians (1996),Adventure|Children|Comedy,YES,1996,1990,47,3.074468085106383
33220,226,2005,5.0,1095663312,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy,YES,1985,1980,57,3.5701754385964914
33224,226,2053,2.0,1099625134,"Honey, I Blew Up the Kid (1992)",Children|Comedy|Sci-Fi,YES,1992,1990,20,2.05
33225,226,2054,4.0,1095663078,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi,YES,1989,1980,68,2.7573529411764706
33226,226,2059,3.0,1097545963,"Parent Trap, The (1998)",Children|Comedy|Romance,YES,1998,1990,15,3.0
33227,226,2078,3.5,1101193308,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical,YES,1967,1960,53,3.830188679245283
33228,226,2080,3.0,1095663233,Lady and the Tramp (1955),Animation|Children|Comedy|Romance,YES,1955,1950,55,3.4
33229,226,2081,2.5,1096420082,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance,YES,1989,1980,67,3.425373134328358
33230,226,2082,4.0,1114839396,"Mighty Ducks, The (1992)",Children|Comedy,YES,1992,1990,26,2.6538461538461537
33231,226,2085,3.0,1096420068,101 Dalmatians (One Hundred and One Dalmatians) (1961),Adventure|Animation|Children,YES,1961,1960,44,3.4318181818181817
33235,226,2116,2.5,1096420073,"Lord of the Rings, The (1978)",Adventure|Animation|Children|Fantasy,YES,1978,1970,15,3.1333333333333333
33238,226,2139,4.0,1172040549,"Secret of NIMH, The (1982)",Adventure|Animation|Children|Drama,YES,1982,1980,21,3.4761904761904763
33242,226,2161,4.5,1095663318,"NeverEnding Story, The (1984)",Adventure|Children|Fantasy,YES,1984,1980,43,3.5813953488372094
33254,226,2355,3.0,1095662446,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy,YES,1998,1990,92,3.516304347826087
33281,226,2804,4.5,1172040489,"Christmas Story, A (1983)",Children|Comedy,YES,1983,1980,55,3.9727272727272727
33286,226,2953,3.0,1095695088,Home Alone 2: Lost in New York (1992),Children|Comedy,YES,1992,1990,31,2.5161290322580645
33290,226,2987,3.0,1095662432,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,YES,1988,1980,97,3.5721649484536084
33293,226,3034,4.0,1095713349,Robin Hood (1973),Adventure|Animation|Children|Comedy|Musical,YES,1973,1970,36,3.513888888888889
33312,226,3438,4.0,1096419986,Teenage Mutant Ninja Turtles (1990),Action|Children|Comedy|Fantasy|Sci-Fi,YES,1990,1980,25,3.0
33313,226,3439,3.5,1097545627,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children|Fantasy,YES,1991,1990,13,2.6923076923076925
33314,226,3440,2.5,1095694825,Teenage Mutant Ninja Turtles III (1993),Action|Adventure|Children|Comedy|Fantasy,YES,1993,1990,14,2.0714285714285716
33329,226,3751,3.0,1101193062,Chicken Run (2000),Animation|Children|Comedy,YES,2000,1990,78,3.551282051282051
33339,226,3988,4.0,1095662411,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),Children|Comedy|Fantasy,YES,2000,1990,33,3.0454545454545454
33360,226,4306,4.0,1095662949,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance,YES,2001,2000,170,3.8676470588235294
33368,226,4477,2.5,1096419758,Big Top Pee-Wee (1988),Adventure|Children|Comedy,YES,1988,1980,8,1.9375
33370,226,4502,3.5,1095694860,Ernest Saves Christmas (1988),Children|Comedy,YES,1988,1980,4,1.625
33381,226,4886,4.0,1095713336,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy,YES,2001,2000,132,3.871212121212121
33382,226,4896,3.5,1095663264,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy,YES,2001,2000,107,3.7616822429906542
33390,226,5103,4.0,1097545722,"Sandlot, The (1993)",Children|Comedy|Drama,YES,1993,1990,24,3.4375
33395,226,5218,4.0,1160003973,Ice Age (2002),Adventure|Animation|Children|Comedy,YES,2002,2000,85,3.6882352941176473
33403,226,5419,2.5,1101194053,Scooby-Doo (2002),Adventure|Children|Comedy|Fantasy|Mystery,YES,2002,2000,17,2.8529411764705883
33434,226,6377,4.0,1114838677,Finding Nemo (2003),Adventure|Animation|Children|Comedy,YES,2003,2000,141,3.9609929078014185
